id,cores,threads,name,launch_date,lithography,base_frequency,turbo_frequency,cache_l1,cache_l2,cache_l3,tdp,product_line,socket,memory_type,url,vertical_segment,max_temp,max_memory_speed,sku
1,16,32,AMD Ryzen 9 5950X,11/5/2020,7,3400,4900,,8192,65536,105,AMD Ryzen 9 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/10456,Boxed Processor,90,3200,10456
2,12,24,AMD Ryzen 9 5900X,11/5/2020,7,3700,4800,,6144,65536,105,AMD Ryzen 9 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/10461,Boxed Processor,90,3200,10461
3,12,24,AMD Ryzen 9 5900 (OEM Only),1/12/2021,7,3000,4700,,6144,65536,65,AMD Ryzen 9 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/10796,Desktop,95,3200,10796
4,8,16,AMD Ryzen 7 5800X,11/5/2020,7,3800,4700,,4096,32768,105,AMD Ryzen 7 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/10466,Boxed Processor,90,3200,10466
5,8,16,AMD Ryzen 7 5800 (OEM Only),1/12/2021,7,3400,4600,,4096,32768,65,AMD Ryzen 7 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/10791,Desktop,95,3200,10791
6,6,12,AMD Ryzen 5 5600X,11/5/2020,7,3700,4600,,3072,32768,65,AMD Ryzen 5 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/10471,Boxed Processor,95,3200,10471
7,12,24,AMD Ryzen 9 3900XT,7/2020,7,3800,4700,,6144,65536,105,AMD Ryzen 9 Desktop Processors,,DDR4,https://www.amd.com/en/product/9931,Boxed Processor,95,3200,9931
8,8,16,AMD Ryzen 7 3800XT,7/2020,7,3900,4700,,4096,32768,105,AMD Ryzen 7 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/9941,Boxed Processor,95,3200,9941
9,6,12,AMD Ryzen 5 3600XT,7/2020,7,3800,4500,,3072,32768,95,AMD Ryzen 5 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/9936,Boxed Processor,95,3200,9936
10,64,128,AMD Ryzen Threadripper PRO 3995WX,7/14/2020,7,2700,4200,4096,32768,262144,280,AMD Ryzen Threadripper PRO Processors,sWRX8,DDR4,https://www.amd.com/en/product/10181,Desktop,90,3200,10181
11,32,64,AMD Ryzen Threadripper PRO 3975WX,7/14/2020,7,3500,4200,2048,16384,131072,280,AMD Ryzen Threadripper PRO Processors,sWRX8,DDR4,https://www.amd.com/en/product/10176,Desktop,90,3200,10176
12,16,32,AMD Ryzen Threadripper PRO 3955WX,7/14/2020,7,3900,4300,1024,8192,65536,280,AMD Ryzen Threadripper PRO Processors,sWRX8,DDR4,https://www.amd.com/en/product/10186,Desktop,90,3200,10186
13,12,24,AMD Ryzen Threadripper PRO 3945WX,7/14/2020,7,4000,4300,768,6144,65536,280,AMD Ryzen Threadripper PRO Processors,,DDR4,https://www.amd.com/en/product/10191,Desktop,90,3200,10191
14,64,128,AMD Ryzen Threadripper 3990X,2/7/2020,7,2900,4300,4096,32768,262144,280,AMD Ryzen Threadripper Processors,sTRX4,DDR4,https://www.amd.com/en/product/9111,Boxed Processor,95,3200,9111
15,8,16,AMD Ryzen 9 5980HX,1/12/2021,7,3300,4800,,4096,16384,45,AMD Ryzen 9 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10801,Laptop,105,,10801
16,8,16,AMD Ryzen 9 5980HS,1/12/2021,7,3000,4800,,4096,16384,35,AMD Ryzen 9 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10806,Laptop,105,,10806
17,32,64,AMD Ryzen Threadripper 3970X,11/25/2019,7,3700,4500,2048,16384,131072,280,AMD Ryzen Threadripper Processors,sTRX4,DDR4,https://www.amd.com/en/product/8941,Boxed Processor,95,3200,8941
18,8,16,AMD Ryzen 9 5900HX,1/12/2021,7,3300,4600,,4096,16384,45,AMD Ryzen 9 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10811,Laptop,105,,10811
19,8,16,AMD Ryzen 9 5900HS,1/12/2021,7,3000,4600,8,4096,16384,35,AMD Ryzen 9 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10816,Laptop,105,,10816
20,8,16,AMD Ryzen 7 5800H,1/12/2021,7,3200,4400,,4096,16384,45,AMD Ryzen 7 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10821,Laptop,105,,10821
21,24,48,AMD Ryzen Threadripper 3960X,11/25/2019,7,3800,4500,1536,12288,131072,280,AMD Ryzen Threadripper Processors,sTRX4,DDR4,https://www.amd.com/en/product/8946,Boxed Processor,95,3200,8946
22,8,16,AMD Ryzen 7 5800HS,1/12/2021,7,2800,4400,,4096,16384,35,AMD Ryzen 7 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10826,Laptop,105,,10826
23,6,12,AMD Ryzen 5 5600H,1/12/2021,7,3300,4200,,3072,16384,45,AMD Ryzen 5 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10831,Laptop,105,,10831
24,16,32,AMD Ryzen 9 3950X,,7,3500,4700,1024,8192,65536,105,AMD Ryzen 9 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8486,Boxed Processor,,3200,8486
25,6,12,AMD Ryzen 5 5600HS,1/12/2021,7,3000,4200,,3072,16384,35,AMD Ryzen 5 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10836,Laptop,105,,10836
26,12,24,AMD Ryzen 9 3900X,7/7/2019,7,3800,4600,768,6144,65536,105,AMD Ryzen 9 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8436,Boxed Processor,95,3200,8436
27,8,16,AMD Ryzen 7 5800U,1/12/2021,7,1900,4400,,4096,16384,15,AMD Ryzen 7 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10841,Laptop,105,,10841
28,8,16,AMD Ryzen 7 5700U,1/12/2021,7,1800,4300,,4096,8192,15,AMD Ryzen 7 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10846,Laptop,105,,10846
29,12,24,AMD Ryzen 9 3900 Processor (OEM Only),9/24/2019,7,3100,4300,768,6144,65536,65,AMD Ryzen 9 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8931,Desktop,95,3200,8931
30,6,12,AMD Ryzen 5 5600U,1/12/2021,7,2300,4200,,3072,16384,15,AMD Ryzen 5 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10851,Laptop,105,,10851
31,6,12,AMD Ryzen 5 5500U,1/12/2021,7,2100,4000,,3072,8192,15,AMD Ryzen 5 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10856,Laptop,105,,10856
32,8,16,AMD Ryzen 7 3800X,7/7/2019,7,3900,4500,512,4096,32768,105,AMD Ryzen 7 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8441,Boxed Processor,95,3200,8441
33,4,8,AMD Ryzen 3 5400U,1/12/2021,7,2600,4000,,2048,8192,15,AMD Ryzen 3 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10866,Laptop,105,,10866
34,4,8,AMD Ryzen 3 5300U,1/12/2021,7,2600,3800,,2048,4096,15,AMD Ryzen 3 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10861,Laptop,105,,10861
35,8,16,AMD Ryzen 7 3700X,7/7/2019,7,3600,4400,512,4096,32768,65,AMD Ryzen 7 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8446,Boxed Processor,95,3200,8446
36,8,16,AMD Ryzen 7 5700G,4/13/2021,7,3800,4600,,4096,16384,65,AMD Ryzen 7 5000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/11171,Boxed Processor,95,3200,11171
37,8,16,AMD Ryzen 7 5700GE,4/13/2021,7,3200,4600,,4096,16384,35,AMD Ryzen 7 5000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/11186,Desktop,95,3200,11186
38,6,12,AMD Ryzen 5 3600X,7/7/2019,7,3800,4400,384,3072,32768,95,AMD Ryzen 5 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8451,Boxed Processor,95,3200,8451
39,6,12,AMD Ryzen 5 5600G,4/13/2021,7,3900,4400,,3072,16384,65,AMD Ryzen 5 5000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/11176,Boxed Processor,95,3200,11176
40,6,12,AMD Ryzen 5 5600GE,4/13/2021,7,3400,4400,,3072,16384,35,AMD Ryzen 5 5000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/11191,Desktop,95,3200,11191
41,6,12,AMD Ryzen 5 3600,7/7/2019,7,3600,4200,384,3072,32768,65,AMD Ryzen 5 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8456,Boxed Processor,95,3200,8456
42,4,8,AMD Ryzen 3 5300G (OEM Only),4/13/2021,7,4000,4200,,2048,8192,65,AMD Ryzen 3 5000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/11181,Desktop,95,3200,11181
43,4,8,AMD Ryzen 3 5300GE (OEM Only),4/13/2021,7,3600,4200,,2048,8192,35,AMD Ryzen 3 5000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/11196,Desktop,95,3200,11196
44,4,8,AMD Ryzen 3 3300X,05/2020,7,3800,4300,256,2048,16384,65,AMD Ryzen 3 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/9671,Boxed Processor,,3200,9671
45,8,16,AMD Ryzen 7 4700G (OEM Only),7/21/2020,7,3600,4400,512,4096,8192,65,AMD Ryzen 7 4000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/10196,Desktop,95,3200,10196
46,4,8,AMD Ryzen 3 3100,05/2020,7,3600,3900,256,2048,16384,65,AMD Ryzen 3 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/9676,Boxed Processor,,3200,9676
47,6,12,AMD Ryzen 5 4600G (OEM Only),7/21/2020,7,3700,4200,384,3072,8192,65,AMD Ryzen 5 4000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/10201,Desktop,95,3200,10201
48,4,8,AMD Ryzen 3 4300G (OEM Only),7/21/2020,7,3800,4000,256,2048,4096,65,AMD Ryzen 3 4000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/10206,Desktop,95,3200,10206
49,6,6,AMD Ryzen 5 3500 Processor (OEM Only),,7,3600,4100,384,3072,16384,65,AMD Ryzen 5 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8981,Desktop,95,3200,8981
50,8,16,AMD Ryzen 7 4700GE (OEM Only),7/21/2020,7,3100,4300,512,4096,8192,35,AMD Ryzen 7 4000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/10211,Desktop,95,3200,10211
51,6,12,AMD Ryzen 5 4600GE (OEM Only),7/21/2020,7,3300,4200,384,3072,8192,35,AMD Ryzen 5 4000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/10216,Desktop,95,3200,10216
52,4,8,AMD Ryzen 3 4300GE (OEM Only),7/21/2020,7,3500,4000,256,2048,4096,35,AMD Ryzen 3 4000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/10221,Desktop,95,3200,10221
53,8,16,AMD Ryzen 9 4900H,3/16/20,7,3300,4400,,4096,8192,35,AMD Ryzen 9 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/9651,Laptop,105,,9651
54,8,16,AMD Ryzen 9 4900HS,,7,3000,4300,,4096,8192,35,AMD Ryzen 9 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/9206,Laptop,105,,9206
55,8,16,AMD Ryzen 7 4800HS,,7,2900,4200,,4096,8192,45,AMD Ryzen 7 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/10511,Laptop,105,,10511
56,8,16,AMD Ryzen 7 4800H,1/6/2020,7,2900,4200,,4096,8192,45,AMD Ryzen 7 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/9081,Laptop,105,,9081
57,6,12,AMD Ryzen 5 4600H,1/6/2020,7,3000,4000,,3072,8192,45,AMD Ryzen 5 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/9086,Laptop,105,,9086
58,8,16,AMD Ryzen 7 4800U,1/6/2020,7,1800,4200,,4096,8192,15,AMD Ryzen 7 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/9091,Laptop,105,,9091
59,8,8,AMD Ryzen 7 4700U,1/6/2020,7,2000,4100,,4096,8192,15,AMD Ryzen 7 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/9096,Laptop,105,,9096
60,6,12,AMD Ryzen 5 4600U,1/6/2020,7,2100,4000,,3072,8192,15,AMD Ryzen 5 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/9116,Laptop,105,,9116
61,6,6,AMD Ryzen 5 4500U,1/6/2020,7,2300,4000,,3072,8192,15,AMD Ryzen 5 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/9101,Laptop,105,,9101
62,4,4,AMD Ryzen 3 4300U,1/6/2020,7,2700,3700,,2048,4096,15,AMD Ryzen 3 Mobile Processors with Radeon Graphics,FP6,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",https://www.amd.com/en/product/9106,Laptop,105,,9106
63,2,4,AMD Ryzen 3 3250U,1/6/2020,14,2600,3500,192,1024,4096,15,AMD Ryzen 3 Mobile Processors with Radeon Graphics,FP5,DDR4,https://www.amd.com/en/product/9051,Laptop,95,2400,9051
64,8,16,AMD Ryzen 7 4980U Microsoft Surface Edition,4/13/2021,7,2000,4400,512,4096,8192,15,AMD Ryzen 7 Mobile Processors with Radeon Graphics Microsoft Surface Edition,FP6,LPDDR4,https://www.amd.com/en/product/11286,Laptop,105,4267,11286
65,4,8,AMD Ryzen 5 3400G with Radeon RX Vega 11 Graphics,7/7/2019,12,3700,4200,384,2048,4096,65,AMD Ryzen 5 Desktop Processors with Radeon Vega Graphics,AM4,DDR4,https://www.amd.com/en/product/8476,Boxed Processor,95,2933,8476
66,6,12,AMD Ryzen 5 4680U Microsoft Surface Edition,4/13/2021,7,2200,4000,384,3072,8192,15,AMD Ryzen 5 Mobile Processors with Radeon Graphics Microsoft Surface Edition,FP6,LPDDR4,https://www.amd.com/en/product/11291,Laptop,105,4267,11291
67,4,8,AMD Ryzen 5 3400GE (OEM Only),7/7/19,12,3300,4000,384,2048,4096,35,AMD Ryzen 5 Desktop Processors with Radeon Vega Graphics,AM4,,https://www.amd.com/en/product/8991,Desktop,95,2933,8991
68,4,8,AMD Ryzen 7 3780U Microsoft Surface Edition,,12,2300,4000,384,2048,4096,15,AMD Ryzen 7 Mobile Processors with Radeon RX Vega 11 Graphics Microsoft Surface Edition,FP5,,https://www.amd.com/en/product/8921,Laptop,105,2400,8921
69,4,4,AMD Ryzen 3 3200G with Radeon Vega 8 Graphics,7/7/2019,12,3600,4000,384,2048,4096,65,AMD Ryzen 3 Desktop Processors with Radeon Vega Graphics,AM4,DDR4,https://www.amd.com/en/product/8481,Boxed Processor,95,2933,8481
70,4,4,AMD Ryzen 3 3200GE (OEM Only),7/7/19,12,3300,3800,384,2048,4096,35,AMD Ryzen 3 Desktop Processors with Radeon Vega Graphics,AM4,,https://www.amd.com/en/product/8996,Desktop,95,2933,8996
71,2,4,AMD Athlon 320GE,7/7/2019,14,3500,,192,1024,4096,35,AMD Athlon Desktop Processors with Radeon Vega Graphics,AM4,DDR4,https://www.amd.com/en/product/10136,Desktop,95,2667,10136
72,2,4,AMD Athlon 300GE,7/7/19,14,3400,,192,1024,4096,35,AMD Athlon Desktop Processors with Radeon Vega Graphics,AM4,,https://www.amd.com/en/product/8986,Desktop,95,2667,8986
73,4,8,AMD Ryzen 7 3750H,Q1 2019,12,2300,4000,384,2048,4096,35,AMD Ryzen 7 Mobile Processors with Radeon RX Vega Graphics,FP5,,https://www.amd.com/en/product/8371,Laptop,105,2400,8371
74,4,8,AMD Ryzen 5 3550H,Q1 2019,12,2100,3700,384,2048,4096,35,AMD Ryzen 5 Mobile Processors with Radeon Vega Graphics,FP5,,https://www.amd.com/en/product/8376,Laptop,105,2400,8376
75,4,8,AMD Ryzen 7 3700U,Q1 2019,12,2300,4000,384,2048,4096,15,AMD Ryzen 7 Mobile Processors with Radeon RX Vega Graphics,FP5,DDR4,https://www.amd.com/en/product/8336,Laptop,105,2400,8336
76,4,8,AMD Ryzen 5 3500U,Q1 2019,12,2100,3700,384,2048,4096,15,AMD Ryzen 5 Mobile Processors with Radeon Vega Graphics,FP5,,https://www.amd.com/en/product/8341,Laptop,105,2400,8341
77,4,4,AMD Ryzen 3 3350U,Q1 2019,12,2100,3500,348,2048,4096,15,AMD Ryzen 3 Mobile Processors with Radeon Vega Graphics,FP5,,https://www.amd.com/en/product/10876,Laptop,105,2400,10876
78,4,8,AMD Ryzen 5 3450U,Q2 2020,12,2100,3500,384,2048,4096,15,AMD Ryzen 5 Mobile Processors with Radeon Vega Graphics,FP5,,https://www.amd.com/en/product/10531,Laptop,105,2400,10531
79,4,4,AMD Ryzen 3 3300U,Q1 2019,12,2100,3500,384,2048,4096,15,AMD Ryzen 3 Mobile Processors with Radeon Vega Graphics,FP5,,https://www.amd.com/en/product/8346,Laptop,105,2400,8346
80,4,8,AMD Ryzen 5 3580U Microsoft Surface Edition,,12,2100,3700,384,2048,4096,15,AMD Ryzen 5 Mobile Processors with Radeon Vega 9 Graphics Microsoft Surface Edition,FP5,,https://www.amd.com/en/product/8916,Laptop,105,2400,8916
81,4,8,AMD Ryzen 7 3700C,9/22/2020,12,2300,4000,384,2048,4096,15,AMD Ryzen 7 Mobile Processors with Radeon Graphics,FP5,,https://www.amd.com/en/product/10481,Laptop,105,,10481
82,2,4,AMD Ryzen 3 3200U,Q1 2019,14,2600,3500,192,1024,4096,15,AMD Ryzen 3 Mobile Processors with Radeon Vega Graphics,FP5,,https://www.amd.com/en/product/8351,Laptop,105,2400,8351
83,4,8,AMD Ryzen 5 3500C,9/22/2020,12,2100,3700,384,2048,4096,15,AMD Ryzen 5 Mobile Processors with Radeon Graphics,FP5,,https://www.amd.com/en/product/10486,Laptop,105,,10486
84,2,4,AMD Athlon Gold 3150U,1/6/2020,14,2400,3300,192,1024,4096,15,AMD Athlon Mobile Processors with Radeon Graphics,FP5,DDR4,https://www.amd.com/en/product/9061,Laptop,95,2400,9061
85,2,4,AMD Ryzen 3 3250C,9/22/2020,14,2600,3500,192,1024,4096,15,AMD Ryzen 3 Mobile Processors with Radeon Graphics,FP5,,https://www.amd.com/en/product/9066,Laptop,105,,9066
86,2,4,AMD Athlon 300U,,14,2400,3300,193,1024,4096,15,AMD Athlon Mobile Processors with Radeon Vega Graphics,FP5,,https://www.amd.com/en/product/8356,Laptop,105,2400,8356
87,2,2,AMD Athlon Silver 3050U,1/6/2020,14,2300,3200,192,1024,4096,15,AMD Athlon Mobile Processors with Radeon Graphics,FP5,DDR4,https://www.amd.com/en/product/9056,Laptop,95,2400,9056
88,2,4,AMD Athlon Silver 3050e,1/6/2020,14,1400,2800,,1024,4096,6,AMD Athlon Mobile Processors with Radeon Graphics,,DDR4,https://www.amd.com/en/product/9896,Laptop,,2400,9896
89,2,4,AMD Athlon Gold 3150C,9/22/2020,14,2400,3300,192,1024,4096,15,AMD Athlon Mobile Processors with Radeon Graphics,FP5,,https://www.amd.com/en/product/9076,Laptop,95,,9076
90,2,2,AMD Athlon  Silver 3050C,9/22/2020,14,2300,3200,192,1024,4096,15,AMD Athlon Mobile Processors with Radeon Graphics,FP5,,https://www.amd.com/en/product/9071,Laptop,95,,9071
91,4,4,AMD Athlon Gold 3150GE (OEM Only),7/21/2020,12,3300,3800,384,2048,4096,35,AMD Athlon 3000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/10231,Desktop,95,2933,10231
92,2,2,AMD 3020e,1/6/2020,14,1200,2600,,1024,4096,6,AMD 3000 Series Mobile Processors with Radeon Graphics,,DDR4,https://www.amd.com/en/product/9901,Laptop,,2400,9901
93,4,4,AMD Athlon Gold 3150G (OEM Only),7/21/2020,12,3500,3900,384,2048,4096,65,AMD Athlon 3000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/10226,Desktop,95,2933,10226
94,2,4,AMD 3015e,7/6/2020,14,1200,2300,,1024,4096,6,AMD 3000 Series Mobile Processors with Radeon Graphics,FT5,DDR4,https://www.amd.com/en/product/10166,Laptop,105,1600,10166
95,2,4,AMD Athlon Silver 3050GE (OEM Only),7/21/2020,14,3400,3400,192,1024,4096,35,AMD Athlon 3000 G-Series Desktop Processors with Radeon Graphics,AM4,DDR4,https://www.amd.com/en/product/10236,Desktop,95,2667,10236
96,2,4,AMD 3015Ce,4/29/2021,14,1200,2300,,1024,4096,6,AMD 3000 Series Mobile Processors with Radeon Graphics,FT5,DDR4,https://www.amd.com/en/product/11201,Laptop,105,1600,11201
97,32,64,AMD Ryzen Threadripper 2990WX,8/13/2018,12,3000,4200,3072,16384,65536,250,AMD Ryzen Threadripper Processors,sTR4,DDR4,https://www.amd.com/en/product/7921,Boxed Processor,68,2933,7921
98,24,48,AMD Ryzen Threadripper 2970WX,10/18,12,3000,4200,2304,12288,65536,250,AMD Ryzen Threadripper Processors,sTR4,DDR4,https://www.amd.com/en/product/7936,Boxed Processor,68,2933,7936
99,16,32,AMD Ryzen Threadripper 2950X,8/31/2018,12,3500,4400,1536,8192,32768,180,AMD Ryzen Threadripper Processors,sTR4,DDR4,https://www.amd.com/en/product/7926,Boxed Processor,68,2933,7926
100,12,24,AMD Ryzen Threadripper 2920X,10/18,12,3500,4300,1152,6144,32768,180,AMD Ryzen Threadripper Processors,sTR4,DDR4,https://www.amd.com/en/product/7941,Boxed Processor,68,2933,7941
101,8,16,AMD Ryzen 7 2700X,04/19/2018,12,3700,4300,768,4096,16384,105,AMD Ryzen 7 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/7656,Boxed Processor,85,2933,7656
102,8,16,AMD Ryzen 7 2700,04/19/2018,12,3200,4100,768,4096,16384,65,AMD Ryzen 7 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/7661,Boxed Processor,95,2933,7661
103,8,16,AMD Ryzen 7 2700E Processor,September 2018,12,2800,4000,768,4096,16384,45,AMD Ryzen 7 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8266,Desktop,95,2667,8266
104,6,12,AMD Ryzen 5 2600X,04/19/2018,12,3600,4200,576,3072,16384,95,AMD Ryzen 5 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/7671,Boxed Processor,95,2933,7671
105,6,12,AMD Ryzen 5 2600,04/19/2018,12,3400,3900,576,3072,16384,65,AMD Ryzen 5 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/7666,Boxed Processor,95,2933,7666
106,6,12,AMD Ryzen 5 2600E,September 2018,12,3100,4000,578,3072,16384,45,AMD Ryzen 5 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8261,Desktop,95,2667,8261
107,4,8,AMD Ryzen 5 2500X,9/10/2018,12,3600,4000,384,2048,8192,65,AMD Ryzen 5 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8216,Desktop,95,2933,8216
108,4,8,AMD Ryzen 5 2400G with Radeon RX Vega 11 Graphics,02/12/2018,14,3600,3900,384,2048,4096,65,AMD Ryzen 5 Desktop Processors with Radeon Vega Graphics,AM4,DDR4,https://www.amd.com/en/product/7221,Boxed Processor,95,2933,7221
109,4,8,AMD Ryzen 5 2400GE with Radeon RX Vega 11 Graphics,04/19/2018,14,3200,3800,384,2048,4096,35,AMD Ryzen 5 Desktop Processors with Radeon Vega Graphics,AM4,DDR4,https://www.amd.com/en/product/7651,Desktop,95,2933,7651
110,4,4,AMD Ryzen 3 2300X,9/10/2018,12,3500,4000,384,2048,8192,65,AMD Ryzen 3 Desktop Processors,AM4,DDR4,https://www.amd.com/en/product/8221,Desktop,95,2933,8221
111,4,4,AMD Ryzen 3 2200G with Radeon Vega 8 Graphics,02/12/2018,14,3500,3700,384,2048,4096,65,AMD Ryzen 3 Desktop Processors with Radeon Vega Graphics,AM4,DDR4,https://www.amd.com/en/product/7226,Boxed Processor,95,2933,7226
112,4,4,AMD Ryzen 3 2200GE with Radeon Vega 8 Graphics,04/19/2018,14,3200,3600,384,2048,4096,35,AMD Ryzen 3 Desktop Processors with Radeon Vega Graphics,AM4,DDR4,https://www.amd.com/en/product/7646,Desktop,95,2933,7646
113,4,8,AMD Ryzen 7 2800H,9/10/2018,14,3300,3800,192,2048,4096,45,AMD Ryzen 7 Mobile Processors with Radeon RX Vega Graphics,FP5,,https://www.amd.com/en/product/8251,Laptop,95,3200,8251
